"product_uid","product_description"
100163,"Avanti Pro blades are made of durable diamond segments. Turbo rim for fast and smooth cuts on masonry materials. Durable steel core construction.Fits 4 in. grinders with 7/8 in. arborsGreat for cutting concrete, brick, block, stone and stuccoSuitable for both dry and wet cutting conditions15,000 RPM maximumIncludes 5/8 in. and 20 mm bushings"
100164,"A brilliant chrome finish and contemporary design make the Honey-Can-Do Chrome 2-Shelf Urban Baker's Rack the perfect blend of style and functionality. Its sturdy, commercial-quality frame features 2 thick, adjustable, grid-style wire shelves that ensure easy cleaning and simple, no-tool assembly. The rack also includes a solid maple cutting surface, bonus top rail for spices and leg levelers for uneven floors, creating a convenient solution for organizing and maximizing your kitchen space.Lower shelf supports up to 200 lbs. for heavy-duty storageInstructions included for easy, no-tool assemblyHeavy-duty steel frame with brilliant chrome finish is sturdy and rust-resistantSolid maple cutting surface offers attractive, durable space for food prepFully adjustable shelves accommodate a variety of item sizes to help organize and maximize kitchen spaceIncludes bonus top rack for spices and leg levelers for uneven floorsWith stringent quality control methods, Honey-Can-Do confidently offers a limited lifetime warranty on every product"
100165,"Update your closet, bedroom, basement, pantry and more with natural-looking, aromatic cedar planking. CedarSafe Closet Liners provide a forest fresh aroma and moth protection in a form that is safe, natural, inexpensive and easy to install. The planks help you prolong the life of your garments and other valuable personal items, as they protect them from pests and mildew.California residents: see&nbsp;Proposition 65 informationBeautiful red cedar for a unique lookNo finishing required35 sq. ft. of planking for a variety of spacesEasy-to-follow installation that can be completed in 1 weekendInstallation over wallboard or plaster walls with paneling nailsEach box covers 35 sq. ft.Each plank: 3-3/4 in. x 1/4 in. x random lengthsEach plank: Tongue and grooved sides, end-matched ends, smooth faceInstall with paneling nails and/or sub floor adhesive"
100166,"Quikrete 10 oz. Liquid Cement Color - Charcoal is used to enhance your cement based projects. Easy to use by mixing with water, then mixing into the dry mix, this color can also be added to stucco, sand topping and mortar. Quikrete 10 oz. Liquid Cement Color - Charcoal is integrated into the cement mix when used as directed, so the color will never fade away from your decorative projects.Provides permanent integral colorUse to color concrete, mortar, sand topping or stuccoMix with water, then mix with two 60 lb. or 80 lb. bags of concrete mixProvides permanent colorMeets the requirements of ASTM C 979Note: Product may vary by store"
100167,"The Everbilt 3-1/2 in. x 5/8 in. Radius Door Hinges (3-Pack) feature a 5 knuckle full mortise design. The removable pin provides easier installation or removal of door. Easy to install.California residents: see&nbsp;Proposition 65 informationMade of steelSatin nickel finishScrews includedPerfect for use on interior residential doorsRemovable pin provides easy installation or removal of a door"
100168,"Prevent damage due to the heavy snow loads piled onto your roof and save on costly repairs with Roofer Joe, a handy, easy-to-use and affordable roof rake that quickly lets you remove snow, wet leaves and other debris from your roof while standing safely on solid ground. Roofer Joe Model RJ204M boasts an innovative Twist-n-Lock telescoping pole that quickly and easily adjusts from 6.2 ft. to a whopping 21 ft. for even greater overhead reach. At only 4.8 lbs. Roofer Joe is ultra-lightweight, durable and easy to handle. Its oversized poly blade rake head measures 6 in. wide by 25 in. long for maximum clearing power. Get Equipped for winter cleanup with Roofer Joe and defend your home when winter strikes.Ideal for removing snow, wet leaves and debris from roofs without climbingTwist-n-lock telescoping pole quickly adjusts to 21 ft. for extended reachUltra-lightweight construction (only 4.8 lbs.) for easy handlingOversized poly blade rake head measures 6 in. x 25 in. for maximum clearing"
100169,"The Samsung 7.4 cu. ft. Extra-Large Capacity Gas Dryer with steam freshens clothes and removes wrinkles. It automatically adjusts drying time by sensing moisture so your clothes don't over or under dry. The NSF certified sanitize cycle eliminates 99.9% of household bacteria from laundry. The extra-large capacity is big enough to handle a king-size comforter.7.4 cu. ft. capacity is big enough to handle a king-size comforter11 cycles including Refresh, Steam Sanitize, Wrinkle Away, Normal, Eco Normal, Heavy Duty, Towels, Perm Press, Bedding, Delicates, Wool and Active WearPowder coated drum prevents rust and protects clothes from damageRear panel controls for easy access and operationSteam Sanitize and Wrinkle Away eliminate the need to iron and refreshes clothing so you do not have to wash as often and save money by going to the dry cleaners less often5 temperature settings provide the proper heat for different fabric types to ensure that clothes are not overdriedSensor Dry determines the moisture level in your clothes and sets the ideal drying time providing additional energy savings by not overdryingThe Wrinkle Prevent Option reduces ironing time and intermittently tumbles clothes at the end of the cycle to help prevent wrinkles from setting inEnd-of-cycle signal provides an audible alert that the dryer cycle is finishedEco Dry option saves you money while still getting your clothes dry in a timely mannerInternal drum light makes it easy to load and unloadDryer rack lets you carefully dry your most delicate itemsStylish exterior with LED control panelSanitize Cycle provides peace of mind with NSF certified sanitization. Eliminates 99.9% of household bacteria from laundryWarranty: One (1) Year All Parts and Labor, Two (2) Years Control BoardDryer Duct and electrical cords are required for installation and will be offered separately during appliance checkoutClick Here for details on the services included with Delivery & Basic Hook-up and Installation options for Major Appliances"
100170,"Dyna-Glo Pro portable gas forced air heaters offer a quick fire continuous spark ignition systems, coupled with adjustable height controls to insure you get the heat you need, when you need it, and where you want it. Fueled by liquid propane, this unit heats up to 3,100 sq. ft. 10 ft. Hose and regulator assembly are included (LP tank sold separately).70,000 - 125,000 BTUsHeats up to 3,100 sq. ft.Continuously variable BTUsContinuos electronic ignition - prevents dangerous delayed ignitionHome Depot Protection Plan:"
100171,"The SR 510 P100 particulate filter is high effecient filter of mechanical type. It protects against all types of particles (dust, fume, fog, spray, asbestos), even bacteria, viruses and radioactive dust. This filter can be used with all Sundstrom Air Purifying Respirators.High-efficiency P100 particulate filter offers ten times more filter effectiveness than required by NIOSH Each filter tested twice for 99.997% filter efficiencyPure mechanical filter media plastic casing made of high quality polypropyleneExtra large 201 sq. in. P100 filter area provides extremely low breathing resistance, high air flow and extended filter life the P100 filter can be ""piggy-backed"" together with a range of chemical cartridgesMeets and exceeds NIOSH standards for P100 particulate filters"
100172,"The LED Light Puff from Lithonia Lighting is the perfect energy-efficient solution for general purpose lighting in residential and light commercial applications. This light is an ideal replacement for a less-efficient linear fluorescent light because it will save you money on your power bills. The best part is that the LEDs are integrated into the fixture, so you get 50,000 hours of maintenance-free operation without the hassle of changing bulbs. That's right, no bulbs are required.4000K LEDs deliver 3,100 Lumens of light, but only consume 35 watts of energyHigh-efficiency fixture consumes 33% less energy than T8 fluorescentsImpact-resistant acrylic lens will not yellow over timeLEDs are integrated into the light, so no bulbs are requiredProvides 50,000 hours of maintenance-free operationModern, unobtrusive design120-VoltCUL listed to meet both US and Canadian safety standards and damp location listedFor use with non-dimmable switches onlyHome Depot Protection Plan:"
100173,"This single tap beer dispenser makes a convenient and tasteful addition to your home bar, giving you the great taste of a beer on tap whenever you want, from the comfort of your own home. The unit is counter height to line up with kitchen counters and features a study worktop excellent for holding snacks or handling light jobs like slicing limes. With the ability to dispense 1 Mini Barrel Keg, one 1/4 Barrel Keg, or one 1/2 Keg, the BrewMaster is fit to meet all your entertaining and personal needs.Single Tap BrewMaster dispenses one mini barrel keg, one 1/4 barrel keg or one 1/2 KegComplete american sanky tap systemChrome beer tower & guardrail present a polished lookHeavy duty worktop & cabinetAdjustable Thermostat to keep beer at optimal drinking temperatureFreestanding ApplicationsCasters for easy mobilityTap system cleaning kitConverts to 6.4 cu. ft. Beverage CenterIncludes 2 Full-Width wire shelvesCO2 Tank Included (CO2 Gas not included)Leveling LegsClassic all-black unit"
100174,"Reflectix Insulation has over 20 energy-saving applications for around the home. The list of uses includes crawl space, radiant floor, attic and walls. Our product is easy to handle and install. Reflectix requires only basic tools: A stapler, tape measure, utility knife, straight edge and safety glasses. Since our insulation is fiber-free, no protective garments or respirators are required.Reflectix 24 in. wide contractor size roll of double reflective insulation with staple tab that is easy to handle and installStaple tab edge is manufactured by perforating the bubbles three quarters of an inch down each edge of the product - this creates a foldable tab which provides easier stapling for installation in wall, ceiling and floor systemsR-values range from R-3.7 to R-21 depending on applicationOur energy saving applications include: HVAC ducts, water pipes, garage door, knee walls and water heaterInhibits condensationClass A / class 1 fire ratingManufactured at an ISO 9001:2008 facilityNo mess - no itchy fibersDoes not promote the growth of mold and mildewReflects 94%+ radiant energyWill not compress, collapse or disintegrateDurable and lightweightDoes not promote nesting for rodents and pestsVapor and radon retarder, not affected by moisture or humidityAdditional applications include wall and roof structures in metal and post frame buildingsLarge rolls for big projects are available through the special order program or on www.homedepot.comEco options approved product"
100175,"This Evaporative Air Cooler, Humidifier, and Fan is versatile, lightweight and economical. The Cooler easily rolls from room to room for use anywhere in your house or office. This Air Cooler shoots a stream of air with oscillating louvers, to evenly distribute refreshing cool air. Can also be used as a fan or humidifier if temperature is not an issue. Plus get the air cleaning benefits of the ionic air purifier. The remote control allows you to easily change settings. The Air Cooler works by endothermic reaction (a reaction that consumes heat), so this evaporative Air Cooler sucks air through a wick saturated with water. As the air flows through the wick, some of the water evaporates into the air, consuming the heat that was in the air. An air stream is then blown out the front of the unit and is considerably cooler than the current room temperature. This is not an air conditioner and therefore uses much less energy. Note: This unit is NOT an air conditioner and does not have a compressor inside - air coolers will not lower a room's ambient temperature. Air coolers are designed for spot cooling. This unit is best used in dry climates or open spaces. Leave window/door open to limit the rise of humidity and for better air ventilation in the room. Add as much ice as possible and set unit next to you for best effect.Oxygen bar with negative ionsWhisper quiet motorAuto swing louvers10L water tank capacity3 air speeds: H / M / LTimer: from 0.5   7.5 hours settingETLHome Depot Protection Plan:"
100176,"The Malibu Low Voltage 50-Watt (MR16) Outdoor Black Flood Light is a do-it-yourself project that can be installed quickly and safely. The cast metal construction and waterproof seal allows this fixture to withstand any weather, making it ideal for installations such as illuminating trees around your home. Malibu's low voltage outdoor lighting is a quick and simple way to enhance curb appeal, provide an extra sense of security and is a crucial ingredient needed for improving your entire outdoor living experience.Rugged cast metal construction is ideal for outdoor installationClear glass lens delivers unfiltered illuminationAdjustable light installs in the ground to deliver targeted spot lightingWaterproof and corrosion resistant for durabilityUses a warm white, 50 watt halogen MR16 bulbBrightness - 380 LumensColor Temperature - 3000KPowered by a Malibu low voltage transformerCSA listedHome Depot Protection Plan:"
100177,"Replace old cabinet hardware with the Hickory Hardware Studio 5 in. Satin Nickel Pull for a fresh look. The pull features a long, elegant design and a Satin nickel finish.Cabinet pullContemporary design helps give your space a stylish decorative touchSatin nickel finishRear mount installation; 8-32 x 1 in. machine screwPre-drilled holes"
100178,"Feeding your plants, trees and shrubs is as easy as watering them with the Miracle-Gro LiquaFeed 16 oz. All-Purpose Plant Food Refills (4-Pack). The convenient refill bottles are for use with the Miracle-Gro LiquaFeed garden feeder (not included) and require no measuring or mixing. When a bottle is empty, replace it with a refill.All-purpose formula for plants, trees and shrubsReady-to-use refill bottles for use with the Miracle-Gro LiquaFeed garden feeder (not included)No mixing or measuring required for easy, no-mess applicationFeeds for up to 2 weeks12-4-8 fertilizer analysis provides nutrients plants need to flourish"
100179,"For exterior applications like framing of sill plates and recreational decks, Paslode offers round drive hot dipped galvanized plus nails. The hot dipped galvanized nails offer superior corrosion protection in all pressure-treated lumber. Paslode plus coating around the head and shank reduces staining, streaking and nail discoloration by 80% compared to traditional HDG nails.Approved for ACQ treated lumberHot dipped galvanized nails offer superior corrosion protection in all pressure-treated lumberFor exterior applications like framing of sill plates and recreational decks, Paslode offers round drive hot-dipped galvanized plus nailsPaslode plus coating around the head and shank reduces staining, streaking and nail discoloration by 80% compared to traditional hot-dipped galvanized nails"
100180,"Made of steel with a chrome-plated finish, the Defender Security Chrome Showcase Sliding Panel Keyed Lock easily adjusts to fit many closing alignments.  This product fits on glass up to 5/16 in. thick.Compatible with panels that have 5/16 in. thick glassSteel construction with a chrome-plated finishEasy installationIncludes 1 lock, 2 keys and an adjustable barEasy to install"
100181,"Add function and style to your kitchen with the Parsons Pantry. Abundant storage resides within the two large cabinets, each featuring adjustable full width shelves. Made of hardwoods and built to last, this pantry is a fine addition to any household.Solid hardwood and veneer constructionBeautiful raised panel doors2 adjustable shelves behind doorsDeep storage drawerGenuine metal hardwareVariety of colors to match any decorDrawer(s) mounted on full extension glides"
100182,"Sheetrock Brand Firecode Core 5/8 in. x 4 ft. x 12 ft. Gypsum Board offers easy installation and almost immediate decoration. Panels are easy to score and snap. Their fire-resistant gypsum core provides additional fire resistance over regular panels.Intended for fire-rated applicationsThe non-combustible core is encased in 100% recycled face and back paperTapered edges for easily concealed jointsQuick installation and decorationResist cracking and warpingUse in new, or repair and remodel constructionNote: Product may vary by store.How much do you need?  Let our calculator help:"
100183,"Feather River Doors Sapphire 3/4 Oval is a Smooth Fiberglass Double Door with Patina Caming that is ready to paint. This door can be painted any color to match your homes decor. The Sapphire Collection has an elegant clear bevel center design with patina caming accented with glue chip and granite glass. This door has all the long lasting benefits associated with Fiberglass Doors, a great look, along with a load of Features and Benefits usually viewed as upgrades with other doors plus Energy Efficient and Energy Star Qualified. Door Spec: 72 in. x 80 in. Prehung Double Door with White Aluminum Astragal, 4-9/16 in. Primed Jamb, Right Hand Inswing, Double Bored Active and Inactive Door-Panels, Fits Rough Opening of 74-3/4 in. x 82-1/8 in.California residents: see&nbsp;Proposition 65 informationFiberglass construction resists denting, rusting and rotting for durability in the elementsPolyurethane foam core provides energy-efficient insulationComposite adjustable threshold and compression weather-strip help to prevent air and water infiltrationSill-to-jamb kit and bottom door rail provide resistance to exterior jamb and door rotMatching glass caming, sill and hinge finish add a stylish accentElegant clear bevel center design with patina caming accented with glue chip and granite glassSmooth white surface with high-definition panel embossments can be painted to match your decorEnergy Star qualified to meet or exceed federal guidelines for energy efficiency for year-round energy and money savingsBall bearing hinges offer smooth operation and help to prevent door sagging and hinge wearTriple-pane glass with patina caming is insulated and tempered for energy efficiency and safetyFrom outside, open towards the inside of the home with the hinges on the rightRequires a 74-3/4 in. x 82-1/8 in. rough opening for a secure fitClick here to design your custom door today!"
100184,"Soak away the cares of the day in the Bootz Industries Aloha 5 ft. Bathtub. This full-length soaking tub combines the beauty of porcelain with the strength of steel for exceptional performance. The high gloss porcelain finish is resistant to abrasion, burns and discoloration. The tub is easy to clean and offers a slip-resistant surface on the bottom for added safety.Porcelain finish is non porous and easy to cleanAttached support/leveling pad makes setting and leveling easy for both DIY and ProAloha complies with the buy America act and ASME A112.19-2008/CSA B45.2-2008Porcelain finish is colorfast and maintains original color and high gloss; never discolors or fades like synthetic productsAloha 5 ft. bath tub offers a timeless shape and beauty that goes with any facet or tile combination"
100185,"The Rubbermaid 68 in. Single Track Upright mounts to your wall with wood screws. The durable metal body is treated with a professional laminate finish that resists scratches. Works in combination with all Rubbermaid Single Track components.Rubbermaid single track brackets are inserted into the uprights to support shelving (not included)Designed to match many decor stylesMeets your storage or display needs in the bedroom, living room or home officeDurable metal body is treated with a professional finish that resists stains and warpingRequires a drill, level and screwdriver for installation"
100186,"Battic Door R-50 Attic Stair Cover is an energy-efficient pull down ladder insulating cover. New codes require the attic access to be insulated to the same level as the attic. The kit includes everything you need to cover, seal, and insulate your pull down ladder. The kit includes the rigid box (stair cover), rubber gasket, a reflective shield, and R-50 fiberglass insulation to cover the top of box. Installs easily without tools. Insert the insulation into the reflective shield, and place the stair cover rigid box into the reflective shield covering the insulation. The shield holds the insulation to the box. Additional insulation (not included) may be added to the sides, or insulate the attic up to the sides of the stair cover kit. The stair cover fits between trusses. Available in 3 sizes to fit most any size or brand of pull down ladder: 22 in. x 54 in., 25 in. x 54 in. and 30 in. x 54 in. Also available without insulation (installer may add their own insulation to desired level).New codes require the attic access pull down ladder be insulated to the same level as the attic floor (minimum R-30), unless insulated to a minimum of R-30, attic ladders do not meet codeKit includes a stair cover box sized to fit perfectly onto the frame of your wood or aluminum pull down ladderStair cover kit weighs about 10 lbs. and rests on a rubber gasket to provide an air sealStair cover box is covered with reflective aluminum foil wrap that reflects attic heat and creates a large pocket over the box that is filled with R-50 fiberglass insulationAdditional insulation (not included) may be added to the sides of the box (space permitting), or insulate the attic up the sides of the stair cover kitDurable stair cover box is made of white heavy duty corrugated board, ends are 3 layers thick for strength and durabilityEasy to install - the kit assembles in minutes without toolsPremium R-50 fiberglass is pre-cut and included to cover the top of the stair cover boxStair cover box is 13 in. deep and fits most any brand of wood or aluminum 25 in. x 54 in. size attic stairsInterior dimensions of box are 24 in. x 52 in.How to measure: Measure the hinged plywood door, if 24 in. W x 52 in. L this is the correct kit, other size kits are available for other size stairsStair cover will rest on the 3/4 in. W frame of the ladder, not on the top of joists or attic floorTo enter attic climb ladder and push stair cover out of the way, the stair cover is not connected or hinged, when leaving attic lower box back into position, ladder folds up inside of box"
100187,"The Nostalgia Electrics Old-Fashioned Kettle Popcorn Maker pops hot, fresh and delicious popcorn just like at the movies. The large stainless-steel kettle pops up to 8 cups of popcorn per batch and features a built-in stirring system. A measuring spoon for oil and a measuring cup for popcorn kernels are both included.Self-stirring stainless-steel kettleHolds 2 oz. of kernels to pop up to 8 cups of popcorn per batchTilt access door for easy serving and tempered plastic enclosure for safetyInterior lightModeled after the antique popcorn carts of the early 1900s with a red body and gold lettering and detail to create a nostalgic lookMeasuring spoon and measuring cup includedHome Depot Protection Plan:"
100188,"Protect your garden from small animals, with this decorative border. This easy to install, self-staking fence will clearly define your garden's borders. The fence design blends leaving the natural beauty of your garden visible.Green vinyl scroll topRolls for easy storageWeather resistant vinyl finishMeasures 20 ft. long by 14 in. high"
100189,"With four more inches in depth added to the standard 12, the Elite 32 in. Storage Cabinet offers you even more storage potential for your laundry room, workshop or garage. It has one fixed and two adjustable shelves, allowing you to fit a wide variety of items. Use it alone or add the optional 32 in. Stackable Wall Cabinet on top for a total of 89 in. vertical of storage.Stylish brushed metal handles2 adjustable shelves and 1 fixed shelfDoors feature high quality, European style 6 way adjustable hingesMDF doors with profiled (rounded) edges add a level of sophisticationFinished in durable fresh white laminateConstructed from CARB-compliant, laminated composite woods with a sturdy MDF backerShips ready to assemble, includes an instruction booklet for easy assembly and has a 5 year manufacturer's limited warranty on partsAt 16 in. it's deeper than standard cabinetsAssembled dimensions: 32 in. W x 65 in. H x 16 in. D"
100190,"This Freeport Pure White 3-Shelf Bookcase is Ideal for your binders, books or decorative items, this versatile 3-shelf bookcase can meet your every need. Its Pure White finish and refined lines harmonize seamlessly with virtually any decor. Both functional and attractive with its sleek contemporary styling, this bookcase is sure to enhance the look of any room in your home. Also available in Royal Cherry, Chocolate, Pure Black or Morgan Cherry finishes.2 adjustable shelves1 fixed shelfWeight capacity of fixed shelves is 25 lbs. and the weight capacity of adjustable shelves is 15 lbs.Complete assembly required by 2 adults tools not providedContemporary styleManufactured from certified environmentally preferred laminated particle panelsNew and improved drawer bottoms made with wood fibers"
100191,"Easily prune high-growing branches, hedges and vines with the Fiskars 54 in. EZ Reach Stik Tree Pruner. This lightweight, highly effective pruner ensures you can safely prune without the use of ropes or ladders. Cutting head rotates 230 to ensure the right cut at a comfortable angle without the use of ropes or ladders.Assembled dimension: 3 in. W x 4.5 in. D x 62.5 in. HBypass blade designNon-stick coated, hardened steel bladeCorrosion resistantRopeless, powerstroke cutting actionLightweight aluminum body31 oz. weight1-1/4 in. cutting capacityLifetime warranty"
100192,"Since 1910, General Tools has grown to become the recognized industry leader for specialty hand tools and instruments. General is proud to announce that we have achieved Forest Stewardship Council (FSC) Certification so our wood dowels are environmentally responsible. Make beautiful wood joints like a pro and choose from our broad collection of wood dowels.California residents: see&nbsp;Proposition 65 information1/4 in. fluted designFSC certifiedUsed for wood joinery (furniture, cabinets, trim, crafts)Fluted design offers quick glue dispersion and increases bonding strengthIncludes 72 pieces"
100193,"36 in. x 80 in. wood mahogany prehung 2-panel entry door has a rustic finish and styling. It features a fully weather stripped, operable speakeasy with grille, hinges and latch. It comes with matching bronze hardware and a mahogany type jamb, in a pre-assembled ready-to-install unit with no mouldings.Note: This door is a prehung door unit, mouldings are not supplied, mouldings are available seperately1-3/4 in. thick solid-core construction - no veneers, includes 20 clavosMatching pre-finished mahogany type jambsAll wooden parts finished rustic distressedBronze heavy duty ball bearing hingesBronze anodized oak adjustable thresholdBronze door sweepStandard double bore (2-3/8 in. back set)Operable speakeasy with grille, hinges and latchBronze qlon weather stripped to seal out drafts100% FSC certified"
100194,"DEWALT delivers huge value with this two-pack, priced only marginally higher than a single device. These lithium-ion batteries are compatible with all tools in the DEWALT 20-Volt Max product line, giving you the long-lasting power and versatility required at remote job sites. Each 3Ah battery weighs just 1.42 lbs. and has a built-in LED fuel indicator so you know how much juice remains on each charge.Includes (2) 20-Volt Max 3Ah lithium-ion batteriesCompatible with all 20-Volt Max lithium-ion chargers and power tools (sold separately)No memory and virtually no self-discharge for maximum productivity and less downtimeEach battery weighs just 1.42 lbs.3-year free service warranty"
100195,"This steel sheet offers a magnetic finish that holds magnets. It easy to cut, form and fabricate. Will not rust or corrode. It makes a great, easy DIY project. Easy suggestions are a memo board, spice racks, or schedules.California residents: see&nbsp;Proposition 65 informationEasy to cut, form, and fabricateCan be mounted or adhered to walls, doors, refrigerator, etc.Can be used for roof repair, workbench tops and many other home and shop projectsRecommended for indoor use"
100196,"The Rheem Performance 10 Gal. Electric Point-of-Use Water Heater has a space saving design that's ideal for installations in tight spaces and can supply a quick source of hot water for a single application. The heater includes a 2,000-Watt element and a factory installed temperature and pressure relief valve. This point of use heater requires a 120-Volt electrical source for installation and can be mounted on a wall. This model has a 6 year limited tank and parts warranty plus a 1 year in home labor warranty.10 Gal. tank provides a small amount of hot water and is ideal for point of single point of use applicationsElectric water heater is easy to maintain6 year limited warranty on tank and parts for your convenience1 year in home labor warranty for peace of mindFactory installed pressure and temperature relief valveSingle 2000-Watt heating elementRequires a 120-Volt connection for installationSpace saving design is ideal for placement in kitchens, bathrooms and other areasUL approved for use in manufactured housingCan be mounted on a wall to help you conserve spaceDesigned for easy replacement of your existing water heaterWant it installed? Call 1-855-400-2552 before noon for same-day service in most areas, or visit our Water Heater Installation page for more information."
100197,"The Super Blower Vacuum offers the perfect balance of power and performance, delivering up to 225 mph air speed, enabling you to attack even the toughest lawn clean-up tasks. This 3-in-1 machine is a powerful blower, vacuum and leaf mulcher with easy conversion between blowing and vacuuming. The powerful vacuum makes short work of leaves and debris. Its unique fan design improves the flow rate and reduces clogging for great performance. And the built-in leaf shredder Reduces up to 81% of mulched debris to less than 1/2 in. That's why Toro is the #1 rated electric blower brand. Debris reduction varies with material type and its condition.225 mph air speed2-speed air control necessary to tackle tough lawn choresNew enhanced blower attachments allows the operator to fine tune the air flow to fit the job, use the main blower tube to move debris away from houses and shrubs, add the specialized power insert to create piles and wind rows or blow wet heavy leaves, insert the concentrator to clean out cracks and edgingReduces up to 81% of mulched debris to less than 1/2 in.A unique fan design reduces clogging and improves the vacuuming flow rate, which results in better vacuum performanceQuick-release latch lets you convert your blower into a vacuum in seconds without toolsLightweight and low noise only 67 dBNo extension cord includedFor comparison purposes only, performance claims based on controlled laboratory testing, debris reduction varies with material type and its condition2-year full coverage warranty, questions 1-888-367-6631 US / 1-888-430-1687 CanadaToro Blower Vac_51618Home Depot Protection Plan:"
100198,"The Rheem Performance 38 Gal. Electric Short Water Heater has a space saving design that's ideal for installations in tight spaces and can households with 2 to 4 people. The heater includes dual 3800-Watt elements and a factory installed temperature and pressure relief valve. This heater requires a 240-Volt electrical source for installation. This model has a 6 year limited tank and parts warranty plus a 1 year in home labor warranty.38 Gal. tank provides hot water for households with 2 to 4 peopleElectric water heater is easy to maintain6 year limited warranty on tank and parts for your convenience1 year in home labor warranty for peace of mindFactory installed pressure and temperature relief valveDual 3800-Watt heating elementsRequires a 240-Volt connection for installationShort tank fits in tight applicationsEnergy factor 0.95Designed for easy replacement of your existing water heaterCall 1-855-400-2552 before noon for same-day service in most areas, or a href=""http://www.homedepot.com/c/SV_HS_Water_Heaters"" target=""_blank"" style=""color:#F96302;""visit our Water Heater Installation page for more information./aMeets new 2015 NAECA Standards"
100199,"The Hampton Bay Fall River Patio Chaise Lounge with Dragonfruit Cushion adds style and a modern flare to your outdoor living area. Its multi-adjustable back positions to your preference. The chaise lounge includes weather-resistant seat and back cushions in soothing red decor. Purchase as a stand-alone piece or coordinate with other items in the Fall River Patio sets (sold separately). Assembly is required.Heavy duty steel frame for lasting durabilityWeather-resistant polyester is ideal for outdoor usePowder-coated frame prevents finish from fadingSoothing red cushions complement the dark brown finishBackrest adjusts for comfortable loungingDecorative lattice design on chair back looks good with or without cushionsWashes easily with mild soap and waterQuick and easy assembly using included hardware and toolsPurchase as stand-alone piece or coordinate with other Fall River sets (sold separately)"
100200,"Make a yard of difference and eliminate laborious bagging of yard and garden waste with the Flowtron Electric Leaf Eater. The Leaf Eater quickly and efficiently shreds leaves, pine needles and grass clippings, even paper, wet or dry. Reduce eleven bags of leaves and garden waste down to only 1 bag of nutrient rich mulch. Save time and money on leaf bags and trash pickups. The convenient built-in carrying handles makes the lightweight, portable Leaf Eater easy to mount directly on top of a trash container or use the elastic bungee cord to hold a leaf bag in place. Use during spring, summer and fall for ecological and economical yard clean ups.Coarse to fine shredding adjustmentHopper tilts to comfortable angle for easy loading; rotates 180 for compact storageConvenient built-in storage compartment holds spare, heavy-duty, flexible cutting lines, gloves and safety glasses (gloves and glasses not included)Extra-large 21 in. Dia funnelCircuit breaker with reset buttonIncludes 36 cutting linesHome Depot Protection Plan:"
100201,"Designed for fast-acting, low-breaking capacity, the Cooper Bussmann GMA 5 Amp Glass Tube Fuse features brass end caps. This fuse is rated to 125 volts and is UL and CSA listed for safety.Glass tube with brass end capsUL and CSA safety listings5 Amp125 volt"
100202,"Ramsond proudly introduces its new Sunray DC to AC Pure Sine Wave Power Inverter - Nearly a decade of research and development and real-world testing under demanding conditions have produced one of the most sophisticated power inverters in the world. Ramsond SunRays are advanced and reliable, producing pure (true) sine wave power for sensitive electronic equipment. Pure sine wave output is a far superior (cleaner) form of output power compared to modified sine wave or square wave power as utility company AC power is pure sine wave. Extremely rugged and powerful, yet compact and lightweight, Ramsond SunRays can be used for a wide variety of applications from home to business to jobsite and beyond. SunRays feature user-friendly LED displays and alarms that show real-time live data and information about the working conditions of the inverter, load and battery bank. They are also engineered for superior heat reduction and cooling, featuring ruffled heat sink fins and multiple internal fans. Ramsond inverters are tested and certified to be compliant with safety standards and are ETL listed.Rated DC input (Volt) - 12-Volt (10.5-Volt - 14.5-Volt)AC output (Volt) - 115Volt +/- 10%Output frequency - 60 HzPeak power output - 3000-WattContinuous power output - 1500-WattPrecision extruded anodized aluminum shells, preventing corrosion and increased wear resistanceRuffled heat sink fins provide increased surface area for cooling and control air flowEquipped with three high speed rear fans, thermostatically controlled and will automatically engage when the internal temperature increasesRemote-ready for both wireless and wired control systems (remote system not included) using standard telephone cabling and connectorsETL listed and certified to comply with standards for safety by Intertek Laboratories and a government approved testing laboratoryHome Depot Protection Plan:"
